id,lat,lon,bearing,timestamp,distance_from_denver_city_center
9308,39.738983154296875,-104.82379913330078,0.0,1620077861000,14.616203183747944
9310,39.71293258666992,-104.94861602783203,318.0,1620077871000,5.302926329421527
9311,39.739967346191406,-104.98648071289062,86.0,1620077909000,0.8866552499072319
9315,39.73816680908203,-104.8219985961914,0.0,1620077885000,14.774429228177965
9317,39.738033294677734,-105.0231704711914,71.0,1620077905000,2.562653402163066
9319,39.67864990234375,-104.8753662109375,202.0,1620077889000,12.5824218972921
9320,39.73998260498047,-104.95899963378906,80.0,1620077884000,3.091584155305145
9321,39.74024963378906,-105.01353454589844,96.0,1620077887000,1.702839837550573
9326,39.711082458496094,-104.93636322021484,128.0,1620077906000,6.242024771860662
9327,39.74038314819336,-104.82438659667969,272.0,1620077908000,14.55962212233378
9328,39.66023254394531,-104.85444641113281,114.0,1620077889000,15.245809957664006
9329,39.74006652832031,-104.88966369628906,90.0,1620077899000,8.986254350391553
9330,39.74760055541992,-104.992919921875,136.0,1620077881000,0.3271233911001192
9332,39.754615783691406,-105.00153350830078,241.0,1620077881000,1.2283133759575877
9333,39.65520095825195,-104.99961853027344,328.0,1620077906000,9.988384440510867
9334,39.76918411254883,-104.98621368408203,0.0,1620077865000,2.7879114003513252
9335,39.678749084472656,-104.9876480102539,1.0,1620077889000,7.384598433092046
9336,39.90828323364258,-104.99102020263672,176.0,1620077874000,18.163579094850203
9338,39.769832611083984,-104.98518371582031,0.0,1620077895000,2.880954128400163
9341,39.74028396606445,-104.98750305175781,176.0,1620077911000,0.7968722793999534
9345,39.91221618652344,-104.99407958984375,280.0,1620077896000,18.598389709147543
9348,39.748016357421875,-104.99726867675781,47.0,1620077907000,0.41133962066000657
9349,39.70216751098633,-104.98690032958984,58.0,1620077883000,4.801988372997174
9351,39.59443283081055,-104.9884033203125,179.0,1620077894000,16.744198762710525
9352,39.65508270263672,-104.98933410644531,289.0,1620077906000,10.00228926264214
9360,39.761131286621094,-105.00254821777344,342.0,1620077908000,1.9239390661870412
9362,39.76860046386719,-104.9852294921875,49.0,1620077883000,2.748509150660638
9372,39.74006652832031,-104.91729736328125,90.0,1620077911000,6.629525414220177
9374,39.74005126953125,-104.86620330810547,89.0,1620077895000,10.989124300650465
9378,39.711883544921875,-104.81951904296875,180.0,1620077890000,15.414881471528405
9379,39.740081787109375,-104.85421752929688,90.0,1620077897000,12.012558358853616
9380,39.73591613769531,-105.0251693725586,3.0,1620077910000,2.8017188421913506
9382,39.736934661865234,-104.82371520996094,88.0,1620077865000,14.635689039681358
9389,39.59131622314453,-104.98819732666016,0.0,1620077900000,17.0911185638366
9393,39.70009994506836,-104.9878158569336,120.0,1620077898000,5.020198845782067
9395,39.75484848022461,-105.00043487548828,62.0,1620077831000,1.2092053902338156
